"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1109,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.1356,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.1297,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.1339,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1551,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.1658,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.153,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1477,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.1632,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.181,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.1248,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.0426,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9387,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.8244,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.7453,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.721,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.7941,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8792,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.8975,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8695,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.7773,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.6471,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.488,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.4579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.5235,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.664,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.7709,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7044,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2085,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.13885,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.99734,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.64369,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.85627,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.13993,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.39388,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.60372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.67445,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.6786,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.79594,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.94515,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.23526,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.66113,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.258,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.421,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.3209,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.0676,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.88422,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-10",99.6802,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.43911,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.19703,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.8663,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.40463,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.86287,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.46915,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.09393,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.72178,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.522,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.52275,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-09",96.52524,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-10",96.5984,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.75998,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.03023,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.375,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.949,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.9745,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-04",101.9242,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.8335,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.7815,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.7457,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.7417,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.5942,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.4129,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.0606,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2000-12",100.6007,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.1469,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.762,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.46785,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.24664,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.21664,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-06",99.26245,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-07",99.12408,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-08",98.94218,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-09",98.77583,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-10",98.9026,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.27581,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2001-12",99.84095,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5762,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2522,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.5835,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.5277,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.4268,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.4423,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.4794,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.3186,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.0514,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.769,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.5626,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.2749,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.0011,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.75687,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.48534,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.44979,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.67744,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.1133,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.5403,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.8524,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.9235,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.62,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.2616,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.1866,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.4297,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.5913,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.4208,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.2761,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.2298,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.3623,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.5716,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.7652,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.7993,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.7282,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.7108,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.7867,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7748,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.671,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.4821,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.2115,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.137,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.2246,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.3798,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.5375,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.5956,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.7004,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.8928,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2005-12",101.1518,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-01",101.4086,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-02",101.4058,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-03",101.3272,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-04",101.2687,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-05",101.2873,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-06",101.1937,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.1245,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.1929,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-09",101.2915,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.32,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.2041,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.1335,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.1455,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.3141,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.4126,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.6023,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.5363,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.4103,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.2609,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.0913,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.9617,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.8632,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.6112,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.2983,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.92625,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.60001,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.42741,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.10651,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.60061,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.98627,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.60471,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.64183,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.77105,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.79588,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.93433,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.17358,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.5157,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.73832,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.76176,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.92872,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.56719,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.2325,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.8712,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.4812,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",101.8863,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",102.0722,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",102.0469,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.8915,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.8151,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.9555,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",102.0715,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",102.1409,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",102.127,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.1743,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.2094,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.2774,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.3,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.1557,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.0408,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.9936,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.009,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.8789,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.5904,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",101.3381,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",101.1326,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.8461,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.3289,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.6373,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.13702,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.9239,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.9107,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.12878,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.53452,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.8798,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.2519,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.4622,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.4721,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.3894,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.3403,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",100.1678,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.86497,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.60004,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.48691,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.49569,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.83176,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.0996,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.3259,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3964,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3615,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.4244,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.6223,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.6737,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.6386,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7479,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.9665,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.0309,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.9704,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8053,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.6967,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.6979,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.8035,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8892,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.8429,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.6264,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.3517,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.99462,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.78793,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.83973,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.92641,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.94317,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.99466,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.0236,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.114,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.1664,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.1626,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.0241,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.67538,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.32988,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.18877,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.34313,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.53098,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.66249,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.77995,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.77847,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.76129,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.7754,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.79906,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.93461,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.2075,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4012,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4639,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4035,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.4021,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4336,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5007,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.5748,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6165,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.5026,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.3971,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.3339,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3514,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.4673,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.5726,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.5814,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.5913,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.432,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.2755,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.1455,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.0442,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.9052,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.96059,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.1707,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.1985,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.93775,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.69264,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.46299,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.33727,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.33807,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.45919,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.51705,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.41379,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.40436,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.46112,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.34233,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.18548,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.15331,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.17694,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.25402,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.24779,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.10545,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.71671,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.38113,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.48771,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.08212,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.70109,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",100.1668,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",100.4406,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.4531,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.3914,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.6279,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",101.0132,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",101.4083,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-03",101.6836,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-04",102.0619,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.4597,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.5811,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.525,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.3384,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.0435,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.6168,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.1069,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.5592,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.78662,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.88805,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.72058,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.91631,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.18349,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-06",95.43591,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-07",94.55045,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-08",93.73065,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-09",92.91463,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-10",92.5949,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-11",92.80225,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-12",93.04143,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-01",93.29525,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-04",104.7172,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-05",104.0688,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-06",103.9748,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-07",104.4021,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-08",104.5114,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-09",103.7731,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-10",102.765,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.9312,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.8698,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-01",99.52954,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-02",99.20359,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-03",99.58943,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.1723,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.7187,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.1173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.4627,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.7377,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.8801,
